"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"3.5 mi","1","2013051","7788-65-0988","CLOSD","11289 Winding Brook Terrace DR Unit#JH","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2020","$280,265","$280,265","12","09/30/2020","New (never occupied)","Conventional","Corporate"
"2.7 mi","1","2015922","7788-66-1104","CLOSD","11314 Winding Brook Terrace DR Unit#HE","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2020","$281,065","$281,535","0","11/16/2020","New (never occupied)","Conventional","Corporate"
"1.7 mi","1","1702127","7870-89-8166","CLOSD","13962 Stanley Park DR","23015","Hanover","Residential","Single Family Residence","3","1,661","2.0","2017","$281,282","$290,016","2","11/15/2017","New (never occupied)","Conventional","Corporate"
"0.8 mi","1","2022557","7779-97-2314","CLOSD","105 Swannee DR","23005","Hanover","Residential","Single Family Residence","3","1,764","2.1","1989","$282,500","$282,500","19","10/01/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1817336","7778-63-7390","CLOSD","11472 New Town CT","23059","Hanover","Residential","Single Family Residence","4","2,025","2.1","2001","$283,000","$288,000","5","06/28/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1","2021723","7788-65-2806","CLOSD","11257 Winding Brook Terrace DR Unit#KH","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2020","$284,080","$284,515","25","01/14/2021","New (never occupied)","FHA New","Corporate"
"1.7 mi","1","1841481","7870-89-7467","CLOSD","11203 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,588","2.1","2018","$284,261","$272,049","62","05/31/2019","New (never occupied)","Conventional","Corporate"
"1.8 mi","1","1830991","7870-89-5508","CLOSD","11227 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,828","2.1","2018","$284,410","$290,280","21","01/25/2019","New (never occupied)","Conventional","Corporate"
"1.2 mi","1","1934847","7870-52-1998","CLOSD","307 John ST","23005","Hanover","Residential","Single Family Residence","3","1,546","2.1","2014","$284,500","$275,000","82","02/13/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","1","2217070","7779-87-5262","CLOSD","115 Courtside DR","23005","Hanover","Residential","Single Family Residence","3","1,374","2.0","1987","$285,000","$285,000","26","09/21/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","1","2119191","7779-88-6406","CLOSD","128 Sunny DR","23005","Hanover","Residential","Single Family Residence","3","1,764","2.1","1990","$285,000","$295,000","22","08/24/2021","Resale (occupied at least once)","Conventional","Other"
"2.3 mi","1","2116167","7769-96-5497","CLOSD","12321 Short ST","23005","Hanover","Residential","Single Family Residence","4","2,108","3.0","1974","$285,000","$317,000","10","08/13/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","1","2103041","7870-43-5005","CLOSD","203 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","1,492","1.1","1969","$285,000","$275,000","12","04/16/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.4 mi","1","1819206","7870-92-9573","CLOSD","214 Randolph CIR","23005","Hanover","Residential","Single Family Residence","3","1,794","2.1","2014","$285,000","$285,000","33","08/14/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.5 mi","1","1808231","7778-63-0021","CLOSD","11283 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","3","1,626","2.0","2003","$285,000","$285,000","6","04/25/2018","Resale (occupied at least once)","FHA New","Individuals"
"1.7 mi","1","1742551","7870-89-9306","CLOSD","13978 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,469","2.0","2017","$285,850","$285,895","0","06/13/2018","New (never occupied)","Conventional","Corporate"
"2.9 mi","1","2035913","7788-66-3009","CLOSD","10213 Wenden WAY Unit#CE","23005","Hanover","Residential","Townhouse","3","1,741","2.1","2021","$285,990","$293,780","41","06/02/2021","New (never occupied)","USDA","Corporate"
"1.4 mi","1","2222198","7870-44-4683","CLOSD","509 Chapman ST","23005","Hanover","Residential","Single Family Residence","2","1,384","2.0","1952","$287,000","$351,000","8","09/28/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1","2002830","7870-89-7617","CLOSD","11210 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,728","2.1","2014","$287,000","$282,500","4","03/20/2020","Resale (occupied at least once)","VA New","Individuals"
"1.1 mi","1","2004285","7870-64-7345","CLOSD","344 N Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,430","2.0","2016","$287,500","$280,000","4","03/12/2020","Resale (occupied at least once)","Cash","Individuals"
"3.0 mi","1","1902821","7860-78-3689","CLOSD","13634 Blanton RD","23005","Hanover","Residential","Single Family Residence","3","1,559","2.0","1968","$287,500","$287,500","2","02/19/2019","Resale (occupied at least once)","Cash","Individuals"
"3.0 mi","1","2035893","7788-65-2778","CLOSD","11241 Winding Brook Terrace DR Unit#LD","23005","Hanover","Residential","Townhouse","3","1,576","2.1","2020","$287,855","$287,855","7","06/11/2021","New (never occupied)","FHA New","Corporate"
"2.9 mi","1","2027423","7788-66-3131","CLOSD","10205 Wenden WAY Unit#CG","23005","Hanover","Residential","Townhouse","3","1,741","2.1","2020","$288,370","$288,370","0","05/27/2021","New (never occupied)","Conventional","Corporate"
"1.7 mi","1","1803191","7870-89-9545","CLOSD","13994 Stanley Park DR","23015","Hanover","Residential","Single Family Residence","3","1,482","2.0","2018","$288,402","$285,000","80","06/28/2018","New (never occupied)","Conventional","Corporate"
"0.7 mi","1","2133395","7779-88-3045","CLOSD","6 Slash CT","23005","Hanover","Residential","Single Family Residence","3","1,623","2.0","1987","$289,000","$315,000","4","11/19/2021","Resale (occupied at least once)","Cash","Individuals"
"1.4 mi","1","2108439","7870-43-6559","CLOSD","401 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","1,606","2.0","1950","$289,000","$300,000","9","05/13/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.6 mi","1","1905849","7779-89-0669","CLOSD","707 Maple ST","23005","Hanover","Residential","Single Family Residence","4","1,989","2.0","1930","$289,500","$290,000","6","05/06/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1","1929892","7870-89-4355","CLOSD","11224 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","3","1,644","2.1","2016","$289,700","$287,500","7","10/25/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1","1720943","7871-80-8030","CLOSD","14037 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,736","2.1","2017","$289,706","$290,000","322","06/15/2018","New (never occupied)","Conventional","Corporate"
"3.0 mi","1","2130358","7778-28-1100","CLOSD","11387 Cavell LN","23005","Hanover","Residential","Single Family Residence","3","1,392","2.0","1999","$289,900","$289,900","3","11/29/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.1 mi","1","2022696","7870-74-2804","CLOSD","202 Linden ST","23005","Hanover","Residential","Single Family Residence","3","1,654","2.1","2008","$289,900","$305,000","3","08/31/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","1","2009014","7779-88-0751","CLOSD","908 Kilby Station RD","23005","Hanover","Residential","Single Family Residence","4","2,268","2.1","2008","$289,900","$295,000","27","06/05/2020","Resale (occupied at least once)","VA New","Individuals"
"2.0 mi","1","1932254","7799-05-8963","CLOSD","12622 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","3","1,596","2.0","1978","$289,900","$267,000","46","12/20/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","1","2133908","7870-53-3155","CLOSD","302 John ST","23005","Hanover","Residential","Single Family Residence","3","1,104","1.0","1948","$289,950","$289,950","7","12/27/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1","2013291","7871-80-6091","CLOSD","11218 Blunts Bluff CT","23005","Hanover","Residential","Single Family Residence","3","1,503","2.1","2013","$289,950","$287,000","16","07/02/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","1","1929651","7870-70-8010","CLOSD","205 Arlington ST","23005","Hanover","Residential","Single Family Residence","3","2,197","3.0","1940","$289,950","$290,000","7","10/18/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.8 mi","1","1835534","7799-81-5268","CLOSD","12060 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","3","2,424","1.1","1970","$289,950","$286,000","24","11/30/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.9 mi","1","2122741","7778-12-0580","CLOSD","11136 Holly Berry RD","23005","Hanover","Residential","Single Family Residence","3","1,404","2.0","1976","$290,000","$290,000","6","08/26/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1","2102441","7870-89-7779","CLOSD","11205 Blunts Bluff CT","23005","Hanover","Residential","Single Family Residence","3","1,552","2.1","2014","$290,000","$290,000","0","03/25/2021","Resale (occupied at least once)","FHA New","Individuals"
"2.0 mi","1","1800080","7779-25-0332","CLOSD","12282 Elmont RD","23005","Hanover","Residential","Single Family Residence","4","1,996","2.0","1996","$292,000","$295,000","14","04/02/2018","Resale (occupied at least once)","Conventional","Estate"
"1.7 mi","1","1713042","7870-89-9306","CLOSD","13978 Stanley Park DR","23015","Hanover","Residential","Single Family Residence","3","1,469","2.0","2017","$292,786","$292,786","0","11/20/2017","New (never occupied)","Conventional","Corporate"
"2.9 mi","1","2101094","7788-66-0168","CLOSD","11322 Winding Brook Terrace DR Unit#GB","23005","Hanover","Residential","Townhouse","3","1,576","2.1","2021","$293,990","$296,935","31","07/28/2021","New (never occupied)","Conventional","Corporate"
"1.5 mi","1","2014586","7779-39-1546","CLOSD","12483 Clinton Heights DR","23005","Hanover","Residential","Single Family Residence","3","1,892","2.1","2020","$294,568","$309,366","11","12/30/2020","New (never occupied)","Conventional","Corporate"
"1.1 mi","1","2104327","7870-53-9457","CLOSD","216 Wesley ST","23005","Hanover","Residential","Single Family Residence","3","1,711","3.1","1951","$294,950","$300,000","7","04/21/2021","Resale (occupied at least once)","VA New","Individuals"
"0.9 mi","1","2113374","7779-77-5550","CLOSD","117 Five Oaks LN","23005","Hanover","Residential","Single Family Residence","3","1,764","2.1","1987","$295,000","$317,000","6","06/15/2021","Resale (occupied at least once)","Cash","Individuals"
"2.9 mi","1","2101098","7788-66-0159","CLOSD","11326 Winding Brook Terrace DR Unit#GC","23005","Hanover","Residential","Townhouse","3","1,576","2.1","2021","$295,990","$308,780","76","08/23/2021","New (never occupied)","Conventional","Corporate"
"1.7 mi","1","1720902","7870-89-6046","CLOSD","13949 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,466","2.0","2017","$296,063","$296,063","239","05/08/2018","New (never occupied)","Conventional","Corporate"
"1.1 mi","1","2135120","7870-51-5925","CLOSD","218 Thompson ST","23005","Hanover","Residential","Single Family Residence","3","1,946","2.0","1925","$296,500","$320,000","7","12/17/2021","Resale (occupied at least once)","Cash","Individuals"
"3.0 mi","1","2018845","7860-51-2361","CLOSD","12239 Yowell RD","23005","Hanover","Residential","Single Family Residence","3","2,680","1.1","1970","$297,000","$291,000","7","01/06/2021","Resale (occupied at least once)","Cash","Individuals"
"1.2 mi","1","2220127","7870-41-9277","CLOSD","114 S Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,440","1.1","1940","$297,500","$299,500","6","08/05/2022","Resale (occupied at least once)","Cash","Estate"
"2.9 mi","1","2027453","7788-66-2088","CLOSD","10217 Wenden WAY Unit#CD","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2020","$297,780","$301,115","105","05/25/2021","New (never occupied)","Conventional","Corporate"
"0.7 mi","1","2203847","7779-87-9738","CLOSD","12 Swannee LN","23005","Hanover","Residential","Single Family Residence","3","1,656","2.1","1989","$298,000","$315,000","5","03/31/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1","1938458","7870-80-4827","CLOSD","302 Myrtle ST Unit#E","23005","Hanover","Residential","Condominium","3","2,055","2.1","1997","$299,000","$285,000","30","02/28/2020","Resale (occupied at least once)","Cash","Individuals"
"1.2 mi","1","1935290","7870-53-2108","CLOSD","304 John ST","23005","Hanover","Residential","Single Family Residence","3","2,246","2.1","1902","$299,000","$286,500","11","12/20/2019","Resale (occupied at least once)","Conventional","Individuals"
"2.8 mi","1","1818822","7881-15-8703","CLOSD","10457 Hickory Hill RD","23005","Hanover","Residential","Single Family Residence","3","1,728","2.0","1995","$299,000","$299,000","5","07/20/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.1 mi","1","1811407","7778-64-8988","CLOSD","11531 Anne Gate CT","23059","Hanover","Residential","Single Family Residence","4","2,465","2.1","2007","$299,000","$297,000","91","09/28/2018","Resale (occupied at least once)","VHDA ","Individuals"
"1.7 mi","1","1841468","7870-89-7429","CLOSD","11207 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,469","2.0","2018","$299,207","$299,807","35","03/26/2019","New (never occupied)","Conventional","Corporate"
"1.8 mi","1","1904519","7871-90-0188","CLOSD","14060 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","2,374","2.1","2013","$299,850","$294,700","88","06/24/2019","Resale (occupied at least once)","Other","Individuals"
"0.8 mi","1","2125062","7779-87-5542","CLOSD","6 Cottontree CT","23005","Hanover","Residential","Single Family Residence","4","1,916","2.0","1987","$299,900","$315,000","7","10/05/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.4 mi","1","2108787","7881-13-9345","CLOSD","14174 Elletts Crossing Road","23005","Hanover","Residential","Single Family Residence","4","2,091","2.1","1950","$299,900","$295,000","7","05/13/2021","Resale (occupied at least once)","FHA New","Individuals"
"1.4 mi","1","2215891","7880-38-6026; 7880-38-5066","CLOSD","10318 Jamestown RD","23005","Hanover","Residential","Single Family Residence","3","1,175","1.0","1965","$299,950","$312,000","5","07/28/2022","Resale (occupied at least once)","USDA","Individuals"
"2.8 mi","1","2127883","7788-25-7896","CLOSD","10399 Lewistown RD","23005","Hanover","Residential","Single Family Residence","3","1,793","2.0","1958","$299,950","$294,000","16","11/09/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","2127284","7788-66-1113","CLOSD","11310 Winding Brook Terrace DR","23005","Hanover","Residential","Townhouse","3","1,576","2.1","2020","$299,950","$315,000","20","11/29/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","1","2121888","7870-84-8306","CLOSD","600 Henry ST","23005","Hanover","Residential","Single Family Residence","3","1,575","2.1","2006","$299,950","$315,000","7","08/16/2021","Resale (occupied at least once)","Cash","Individuals"
"1.3 mi","1","2121557","7870-43-8650","CLOSD","410 Wesley ST","23005","Hanover","Residential","Single Family Residence","3","1,800","2.0","2011","$299,950","$300,000","6","08/26/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.1 mi","1","2029673","7779-07-4923","CLOSD","11497 Ashcake RD","23005","Hanover","Residential","Single Family Residence","3","2,028","2.0","1965","$299,950","$300,000","5","12/02/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.1 mi","1","2026373","7870-64-6502","CLOSD","307 Haley CT","23005","Hanover","Residential","Single Family Residence","3","1,640","2.0","2003","$299,950","$315,000","2","10/01/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.5 mi","1","1933890","7778-62-8607","CLOSD","11438 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","3","1,666","2.0","2001","$299,950","$299,950","6","11/25/2019","Resale (occupied at least once)","Cash","Individuals"
"3.2 mi","1","1910414","7778-74-3158","CLOSD","11428 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,270","2.1","2011","$299,950","$299,950","6","07/12/2019","Resale (occupied at least once)","Other","Individuals"
"3.1 mi","1","1903676","7860-78-6094","CLOSD","13614 Blanton RD","23005","Hanover","Residential","Single Family Residence","3","1,292","2.0","1964","$299,950","$250,000","392","05/22/2020","Resale (occupied at least once)","Cash","Estate"
"3.5 mi","1","1902505","7778-63-2011","CLOSD","11282 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,468","2.1","2003","$299,950","$300,000","3","02/28/2019","Resale (occupied at least once)","FHA New","Individuals"
"3.0 mi","1","1834382","7778-75-2402","CLOSD","11382 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","3,374","3.0","1965","$299,950","$302,000","41","12/13/2018","Resale (occupied at least once)","Conventional","Corporate"
"3.6 mi","1","1923683","7778-62-1607","CLOSD","11265 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,202","2.1","2003","$299,990","$299,900","38","09/23/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1","1838793","7778-74-1382","CLOSD","11320 Scots Hill TER","23059","Hanover","Residential","Single Family Residence","4","2,272","2.1","2008","$299,990","$300,000","64","02/15/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.4 mi","1","2113839","7880-74-6676","CLOSD","13232 Woodside LN","23005","Hanover","Residential","Single Family Residence","3","1,400","2.0","1990","$300,000","$330,000","3","06/30/2021","Resale (occupied at least once)","USDA","Individuals"
"1.2 mi","1","2009069","7870-64-4779","CLOSD","111 N Macon TER","23005","Hanover","Residential","Single Family Residence","3","1,656","2.1","2001","$300,000","$295,000","35","06/15/2020","Resale (occupied at least once)","FHA New","Individuals"
"1.6 mi","1","1808167","7870-23-8330","CLOSD","13284 Elmont RD","23005","Hanover","Residential","Single Family Residence","3","1,650","2.0","2012","$300,000","$300,000","0","04/09/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","2035909","7788-66-3110","CLOSD","10209 Wenden WAY Unit#CF","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2021","$301,340","$305,878","41","05/28/2021","New (never occupied)","Conventional","Corporate"
"3.2 mi","1","1801148","7778-74-7140","CLOSD","11404 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","3","2,172","2.1","2006","$303,700","$307,000","20","03/01/2018","Resale (occupied at least once)","FHA New","Individuals"
"3.2 mi","1","1929122","7778-64-7243","CLOSD","11464 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,072","2.1","2006","$304,900","$307,000","24","11/06/2019","Resale (occupied at least once)","VA New","Individuals"
"4.0 mi","1","1905618","7787-09-8851","CLOSD","10975 Elmont Woods DR","23059","Hanover","Residential","Single Family Residence","3","2,174","2.0","2000","$304,900","$311,000","6","05/23/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","1","2134573","7870-50-1808","CLOSD","122 S Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,770","1.1","1947","$304,950","$305,000","14","12/29/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1","2013007","7870-93-5096","CLOSD","106-C Macon CIR","23005","Hanover","Residential","Single Family Residence","3","2,061","2.1","2004","$304,950","$310,000","3","06/09/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1929481","7799738426","CLOSD","12184 MT. Hermon RD","23005","Hanover","Residential","Single Family Residence","3","1,627","2.0","1978","$304,950","$300,000","4","10/11/2019","Resale (occupied at least once)","Cash","Individuals"
"3.2 mi","1","1903205","7778-64-6702","CLOSD","11523 Little Brighton CT","23059","Hanover","Residential","Single Family Residence","4","2,179","2.1","2006","$304,950","$305,000","70","06/05/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.0 mi","1","2016362","7779-59-9485","CLOSD","205 Howard ST","23005","Hanover","Residential","Single Family Residence","5","3,216","2.0","1904","$305,000","$318,000","114","11/20/2020","Resale (occupied at least once)","Conventional","Estate, Individuals"
"2.9 mi","1","2027444","7788-65-2823","CLOSD","11253 Winding Brook Terrace DR Unit#LA","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2020","$305,140","$309,790","89","06/04/2021","New (never occupied)","Conventional","Corporate"
"1.6 mi","1","1820162","7870-88-6703","CLOSD","13925 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,469","2.0","2018","$305,297","$305,540","80","10/31/2018","New (never occupied)","Conventional","Corporate"
"1.5 mi","1","1738098","7880-83-9028","CLOSD","10784 Providence Woods LN","23005","Hanover","Residential","Single Family Residence","4","2,122","2.1","2017","$307,715","$314,315","0","03/20/2018","New (never occupied)","Conventional","Corporate"
"2.9 mi","1","2102280","7788-66-3063","CLOSD","10248 Willmark WAY Unit#DC","23005","Hanover","Residential","Townhouse","3","1,755","2.1","2021","$307,990","$310,780","73","10/20/2021","New (never occupied)","Conventional","Corporate"
"0.5 mi","1","1932422","7870-80-3818","CLOSD","302A Myrtle ST Unit#A","23005","Hanover","Residential","Townhouse","3","2,181","2.1","1997","$309,000","$285,000","23","11/20/2019","Resale (occupied at least once)","Cash","Individuals"
"3.2 mi","1","1736016","7778-74-5191","CLOSD","11412 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,350","2.1","2006","$309,000","$307,000","47","01/03/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1919382","7778-53-9666","CLOSD","11309 W Abbey CT","23059","Hanover","Residential","Single Family Residence","4","2,389","2.1","2003","$309,850","$308,000","39","08/31/2019","Resale (occupied at least once)","Conventional","Individuals"
"2.4 mi","1","2214128","7769-95-4715","CLOSD","12029 Sunset DR","23005","Hanover","Residential","Single Family Residence","3","1,902","2.1","1966","$309,950","$314,000","4","07/06/2022","Resale (occupied at least once)","FHA New","Estate"
"3.8 mi","1","2019388","7861-30-4266","CLOSD","12373 & 12383 W Patrick Henry RD","23005","Hanover","Residential","Single Family Residence","3","1,504","2.0","1959","$309,950","$255,000","4","08/05/2020","Resale (occupied at least once)","Cash","Individuals"
"1.4 mi","1","1823416","7880-83-0418","CLOSD","10712 Providence Park DR","23005","Hanover","Residential","Single Family Residence","3","1,852","2.1","2015","$309,950","$309,950","25","08/21/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.2 mi","1","2224345","7769-97-9133","CLOSD","12359 Wildwood BLVD","23005","Hanover","Residential","Single Family Residence","3","1,734","2.0","1974","$310,000","$330,000","7","10/06/2022","Resale (occupied at least once)","VHDA ","Individuals"
"3.8 mi","1","2207035","7778-13-8222","CLOSD","11505 Cedar LN","23005","Hanover","Residential","Single Family Residence","3","1,774","3.0","1964","$310,000","$461,000","7","04/29/2022","Resale (occupied at least once)","Cash","Estate"
"1.8 mi","1","2203452","7870-99-0804","CLOSD","14032 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,552","2.1","2013","$310,000","$335,000","4","04/06/2022","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1","1913648","7778-64-1264","CLOSD","11500 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,275","2.1","2013","$310,000","$310,000","4","06/04/2019","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1","1741914","7870-80-7616","CLOSD","325 Myrtle ST Unit#3","23005","Hanover","Residential","Townhouse","3","2,306","2.1","1999","$310,000","$310,000","0","02/26/2018","Resale (occupied at least once)","Cash","Individuals"
"1.7 mi","1","1718263","7870-88-5897","CLOSD","13933 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,469","2.0","2017","$312,297","$334,631","0","02/15/2018","New (never occupied)","Conventional","Corporate"
"3.4 mi","1","2035812","7778-63-2595","CLOSD","11269 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","3","1,626","2.0","2003","$312,500","$315,000","6","01/20/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","1","1822452","7870-88-6901","CLOSD","13937 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","1,669","2.1","2018","$312,828","$319,793","112","12/27/2018","New (never occupied)","FHA New","Corporate"
"1.6 mi","1","1811312","7880-93-2665","CLOSD","13650 Hewlett Trail DR","23005","Hanover","Residential","Single Family Residence","3","2,002","2.1","2018","$314,450","$321,660","0","08/23/2018","New (never occupied)","FHA New","Corporate"
"3.2 mi","1","1818396","7778-74-2383","CLOSD","11435 Rose Bowl DR","23059","Hanover","Residential","Single Family Residence","4","2,206","2.1","2011","$314,500","$309,000","6","07/18/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1","2109654","7870-89-5511","CLOSD","11223 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,744","2.1","2014","$314,900","$349,500","4","05/12/2021","Resale (occupied at least once)","VA New","Individuals"
"3.5 mi","1","1803018","7778-62-5663","CLOSD","11450 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,348","2.1","2001","$314,900","$314,500","40","04/20/2018","Resale (occupied at least once)","FHA New","Individuals"
"3.5 mi","1","1732165","7778-62-8823","CLOSD","11481 New Town CT","23059","Hanover","Residential","Single Family Residence","4","2,322","2.1","2002","$314,900","$315,000","2","10/26/2017","Resale (occupied at least once)","Conventional","Individuals"
"3.6 mi","1","2029822","7778-62-5184","CLOSD","11489 Chiltern Hills CT","23059","Hanover","Residential","Single Family Residence","3","1,626","2.0","2001","$314,950","$316,000","3","12/14/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1905726","7778-63-3417","CLOSD","11265 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","2,328","2.1","2003","$314,950","$310,000","27","04/22/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1831296","7778-53-8689","CLOSD","11313 W Abbey CT","23059","Hanover","Residential","Single Family Residence","4","2,691","3.0","2003","$314,950","$314,950","55","12/28/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","2134666","7871-85-8905","CLOSD","11063 Cross Corner RD","23005","Hanover","Residential","Single Family Residence","3","1,820","1.1","1953","$315,000","$315,000","3","12/27/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","1","2131732","7779-78-5366","CLOSD","1094 Maple ST","23005","Hanover","Residential","Single Family Residence","4","1,668","2.1","2006","$315,000","$326,000","1","12/01/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","2114972","7788-56-9106","CLOSD","11341 Winding Brook Terrace DR","23005","Hanover","Residential","Townhouse","3","1,544","2.1","2020","$315,000","$317,500","4","06/28/2021","Resale (occupied at least once)","VA New","Individuals"
"0.7 mi","1","2019180","7779-79-5241","CLOSD","200 New ST","23005","Hanover","Residential","Single Family Residence","3","2,000","2.1","1989","$315,000","$318,000","10","08/31/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1","1927331","7778-64-1481","CLOSD","11530 Welshland CT","23059","Hanover","Residential","Single Family Residence","4","2,362","2.1","2006","$315,000","$315,000","4","09/27/2019","Resale (occupied at least once)","Conventional","Individuals"
"0.4 mi","1","1841831","7870-92-4176","CLOSD","403 Caroline ST","23005","Hanover","Residential","Single Family Residence","3","1,920","2.0","1994","$315,000","$307,500","6","03/01/2019","Resale (occupied at least once)","Cash","Individuals"
"3.2 mi","1","1820939","7778-64-9246","CLOSD","11452 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,150","2.1","2010","$315,000","$315,000","2","07/09/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","1","1818925","7870-46-4028","CLOSD","711 Chapman ST","23005","Hanover","Residential","Single Family Residence","4","2,369","2.1","2006","$315,000","$310,000","75","10/12/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1","1732792","7778-73-0909","CLOSD","11371 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,277","2.1","2003","$315,000","$300,000","10","10/23/2017","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","2102278","7788-66-3074","CLOSD","10244 Willmark WAY Unit#DB","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2021","$315,775","$320,625","28","10/18/2021","New (never occupied)","FHA New","Corporate"
